text,edge,slot,intent
could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning,could you tell me about flights from philadelphia to dallas the flights should leave philadelphia in the morning,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-fromloc.city_name O O B-depart_time.period_of_day,atis_flight
give me the flights from salt lake city to new york city arriving before 6 pm,give me the flights from salt lake city to new york city arriving before 6 pm,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
round trip flights between new york and miami,round trip flights between new york and miami,B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
show the flights from san francisco to pittsburgh,show the flights from san francisco to pittsburgh,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
locate flights from philadelphia to dallas stopping in hartfield,locate flights from philadelphia to dallas stopping in hartfield,O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.airport_name,atis_flight
i'm interested in a flight on american airlines from dallas to washington,i'm interested in a flight on american airlines from dallas to washington,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like to fly from denver to boston on wednesday the twenty first,i would like to fly from denver to boston on wednesday the twenty first,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.day_number I-depart_date.day_number,atis_flight
are there any flights from denver to pittsburgh with a stopover in atlanta,are there any flights from denver to pittsburgh with a stopover in atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
flights from memphis to las vegas on sunday,flights from memphis to las vegas on sunday,O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
american airlines from phoenix to denver,american airlines from phoenix to denver,B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
flights from phoenix to milwaukee,flights from phoenix to milwaukee,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from boston to pittsburgh on wednesday of next week which leave boston after 2 o'clock pm,show me all flights from boston to pittsburgh on wednesday of next week which leave boston after 2 o'clock pm,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O O O B-fromloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_flight
can you tell me the flights that go from boston to atlanta sometime after 5 pm,can you tell me the flights that go from boston to atlanta sometime after 5 pm,O O O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
what flights do you have from milwaukee to tampa,what flights do you have from milwaukee to tampa,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all the flights on northwest airlines from new york to milwaukee to los angeles,show me all the flights on northwest airlines from new york to milwaukee to los angeles,O O O O O O B-airline_name I-airline_name O B-fromloc.city_name I-fromloc.city_name O B-stoploc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
does dl stand for delta,does dl stand for delta,O B-airline_code O O B-airline_name,atis_abbreviation
which flights are between boston and baltimore washington,which flights are between boston and baltimore washington,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name,atis_flight
flights from denver to seattle on saturday morning on continental,flights from denver to seattle on saturday morning on continental,O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day O B-airline_name,atis_flight
i want a flight on twa from boston to san francisco,i want a flight on twa from boston to san francisco,O O O O O B-airline_code O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
first class round trip airfare from indianapolis to memphis,first class round trip airfare from indianapolis to memphis,B-class_type I-class_type B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
please list the morning flights from st. louis to st. paul,please list the morning flights from st. louis to st. paul,O O O B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
show flights first class on american airlines between dallas and philadelphia,show flights first class on american airlines between dallas and philadelphia,O O B-class_type I-class_type O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
give me the continental flights from chicago to seattle on saturday morning,give me the continental flights from chicago to seattle on saturday morning,O O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
flight will start from boston,flight will start from boston,O O O O B-fromloc.city_name,atis_flight
show me the flights from denver to atlanta on friday,show me the flights from denver to atlanta on friday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
round trip flights between houston and las vegas,round trip flights between houston and las vegas,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
show me continental flights leaving chicago on saturday morning,show me continental flights leaving chicago on saturday morning,O O B-airline_name O O B-fromloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
what flights are available friday from philadelphia to oakland,what flights are available friday from philadelphia to oakland,O O O O B-depart_date.day_name O B-fromloc.city_name O B-toloc.city_name,atis_flight
list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,list the nonstop flights on wednesday june second from miami to baltimore arriving in baltimore between 1115 am and 1245 pm,O O B-flight_stop O O B-arrive_date.day_name B-arrive_date.month_name B-arrive_date.day_number O B-fromloc.city_name O B-toloc.city_name O O B-toloc.city_name O B-arrive_time.start_time I-arrive_time.start_time O B-arrive_time.end_time I-arrive_time.end_time,atis_flight
list all the airlines that service denver,list all the airlines that service denver,O O O O O O B-city_name,atis_airline
show me the type of aircraft that cp uses,show me the type of aircraft that cp uses,O O O O O O O B-airline_code O,atis_aircraft
what is the latest flight between washington and boston,what is the latest flight between washington and boston,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what are the different classes of service and the prices for us air,what are the different classes of service and the prices for us air,O O O O O O O O O O O B-airline_name I-airline_name,atis_airfare
please list nonstop twa flights from las vegas to new york,please list nonstop twa flights from las vegas to new york,O O B-flight_stop B-airline_code O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
would you tell me the cheapest one way fare from boston to oakland,would you tell me the cheapest one way fare from boston to oakland,O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
please list all flights from denver to philadelphia two saturdays from now,please list all flights from denver to philadelphia two saturdays from now,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.date_relative B-depart_date.day_name O O,atis_flight
does american airlines offer a flight from boston to oakland which stops in denver,does american airlines offer a flight from boston to oakland which stops in denver,O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name O O O B-stoploc.city_name,atis_flight
show me the flights from salt lake city to milwaukee,show me the flights from salt lake city to milwaukee,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
please give me the flights available from boston to pittsburgh on wednesday of next week,please give me the flights available from boston to pittsburgh on wednesday of next week,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O B-depart_date.date_relative O,atis_flight
what flights go from boston to san francisco with a stop in dallas,what flights go from boston to san francisco with a stop in dallas,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O O B-stoploc.city_name,atis_flight
what's the last flight from houston to dallas,what's the last flight from houston to dallas,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
flights from denver to pittsburgh on wednesday,flights from denver to pittsburgh on wednesday,O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what does restriction ap 57,what does restriction ap 57,O O O B-restriction_code I-restriction_code,atis_abbreviation
now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,now i'd like flights from philadelphia to pittsburgh leaving between 430 and 530 pm,O O O O O B-fromloc.city_name O B-toloc.city_name O O B-depart_time.start_time O B-depart_time.end_time I-depart_time.end_time,atis_flight
what airline is dl 98,what airline is dl 98,O O O B-airline_code B-flight_number,atis_airline
list all the flights that arrive at general mitchell international airport,list all the flights that arrive at general mitchell international airport,O O O O O O O B-toloc.airport_name I-toloc.airport_name I-toloc.airport_name I-toloc.airport_name,atis_flight
can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,can you give me information on all the flights from san francisco no from pittsburgh to san francisco on monday,O O O O O O O O O O B-fromloc.city_name I-fromloc.city_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
i'd like to fly from atlanta to denver on august twenty ninth,i'd like to fly from atlanta to denver on august twenty ninth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
please find the cheapest fare from boston to san francisco,please find the cheapest fare from boston to san francisco,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_airfare
on the 8 am flight from san francisco to atlanta what type of aircraft is used,on the 8 am flight from san francisco to atlanta what type of aircraft is used,O O B-depart_time.time I-depart_time.time O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O O O O,atis_aircraft
american airlines leaving phoenix,american airlines leaving phoenix,B-airline_name I-airline_name O B-fromloc.city_name,atis_flight
what kind of ground transportation is available in las vegas,what kind of ground transportation is available in las vegas,O O O O O O O O B-city_name I-city_name,atis_ground_service
i need a flight tomorrow from columbus to minneapolis,i need a flight tomorrow from columbus to minneapolis,O O O O B-depart_date.today_relative O B-fromloc.city_name O B-toloc.city_name,atis_flight
what is the most expensive flight from boston to dallas round trip,what is the most expensive flight from boston to dallas round trip,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip,atis_flight
please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon,please inform me the type of aircraft used on a flight from atlanta to denver before 12 o'clock noon,O O O O O O O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time,atis_aircraft
show me flights from tampa to st. louis,show me flights from tampa to st. louis,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is the ground transportation between airport and baltimore,what is the ground transportation between airport and baltimore,O O O O O O O O B-toloc.city_name,atis_ground_service
show me the flights from love field,show me the flights from love field,O O O O O B-fromloc.airport_name I-fromloc.airport_name,atis_flight
a listing of all flights from boston to baltimore before 10 am on thursday,a listing of all flights from boston to baltimore before 10 am on thursday,O O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
flying from pittsburgh to philadelphia on us air,flying from pittsburgh to philadelphia on us air,O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
show me dallas ground transport,show me dallas ground transport,O O B-city_name O O,atis_ground_service
i want a flight from denver to atlanta,i want a flight from denver to atlanta,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please show me airlines with round trip flights from boston to denver stop philadelphia,please show me airlines with round trip flights from boston to denver stop philadelphia,O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-stoploc.city_name,atis_airline
what is the cheapest flight from dallas to baltimore,what is the cheapest flight from dallas to baltimore,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please show me flights from dallas fort worth to atlanta on monday,please show me flights from dallas fort worth to atlanta on monday,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what are the flights between pittsburgh and baltimore on august tenth,what are the flights between pittsburgh and baltimore on august tenth,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number,atis_flight
list all united flights from philadelphia to san francisco,list all united flights from philadelphia to san francisco,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
what is the latest flight available between san francisco and boston,what is the latest flight available between san francisco and boston,O O O B-flight_mod O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
show me the airlines between boston and toronto,show me the airlines between boston and toronto,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airline
oh let's see does eastern airline have a flight from atlanta to washington,oh let's see does eastern airline have a flight from atlanta to washington,O O O O B-airline_name I-airline_name O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,O O O O O O O O B-depart_date.month_name B-depart_date.day_number O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O B-depart_time.period_of_day I-depart_time.period_of_day,atis_flight
may i have a listing of flights from long beach california to columbus ohio on wednesday,may i have a listing of flights from long beach california to columbus ohio on wednesday,O O O O O O O O B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name,atis_flight
i would like an early morning flight from chicago into seattle on june first on continental airline,i would like an early morning flight from chicago into seattle on june first on continental airline,O O O O B-depart_time.period_of_day B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O B-airline_name I-airline_name,atis_flight
what are the flights from san francisco to washington dc,what are the flights from san francisco to washington dc,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_code,atis_flight
all right what do you have from oakland to philadelphia on wednesday,all right what do you have from oakland to philadelphia on wednesday,O O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what type of aircraft flies from pittsburgh to baltimore,what type of aircraft flies from pittsburgh to baltimore,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_aircraft
are there any flights from new york to montreal canada leaving on thursday,are there any flights from new york to montreal canada leaving on thursday,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.country_name O O B-depart_date.day_name,atis_flight
list daily flights from boston to oakland using continental airlines,list daily flights from boston to oakland using continental airlines,O B-flight_days O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name,atis_flight
what airlines fly from boston to pittsburgh,what airlines fly from boston to pittsburgh,O O O O B-fromloc.city_name O B-toloc.city_name,atis_airline
cheapest round trip airfare from tacoma to orlando,cheapest round trip airfare from tacoma to orlando,B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia,which transcontinental flight on united airlines from boston to dallas makes a stopover in philadelphia,O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name,atis_flight
how much is a round trip fare from memphis to seattle,how much is a round trip fare from memphis to seattle,O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
i want a direct flight from oakland to boston that leaves on a wednesday,i want a direct flight from oakland to boston that leaves on a wednesday,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O O O B-depart_date.day_name,atis_flight
what's the latest flight from houston to dallas,what's the latest flight from houston to dallas,O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
which are the flights from denver to baltimore or washington dc,which are the flights from denver to baltimore or washington dc,O O O O O B-fromloc.city_name O B-toloc.city_name B-or B-toloc.city_name B-toloc.state_code,atis_flight
what about flights from boston to san diego,what about flights from boston to san diego,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
i need a flight from san francisco to philadelphia,i need a flight from san francisco to philadelphia,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
how much does it cost to go from downtown to logan airport,how much does it cost to go from downtown to logan airport,O O O O O O O O O O B-toloc.airport_name I-toloc.airport_name,atis_airfare
show me oakland to dallas flights,show me oakland to dallas flights,O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
what flights from dallas to houston on sunday,what flights from dallas to houston on sunday,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
show me flights from baltimore to dallas,show me flights from baltimore to dallas,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
information on flights from philadelphia to san francisco,information on flights from philadelphia to san francisco,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
list all flights from baltimore to san francisco on friday,list all flights from baltimore to san francisco on friday,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name,atis_flight
what are the coach fares for flights from pittsburgh to denver,what are the coach fares for flights from pittsburgh to denver,O O O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
i would like to fly from denver to pittsburgh,i would like to fly from denver to pittsburgh,O O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
list ground transportation in detroit,list ground transportation in detroit,O O O O B-city_name,atis_ground_service
what is the cheapest flight from long beach to memphis,what is the cheapest flight from long beach to memphis,O O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from san francisco to boston philadelphia or baltimore,show me all flights from san francisco to boston philadelphia or baltimore,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.city_name O B-toloc.city_name,atis_flight
flight from denver to philadelphia,flight from denver to philadelphia,O O B-fromloc.city_name O B-toloc.city_name,atis_flight
us 3724 baltimore to philadelphia what is the round trip fare,us 3724 baltimore to philadelphia what is the round trip fare,B-airline_code B-flight_number B-fromloc.city_name O B-toloc.city_name O O O B-round_trip I-round_trip O,atis_airfare
can you show me the economy fare flights from baltimore to dallas,can you show me the economy fare flights from baltimore to dallas,O O O O O B-economy O O O B-fromloc.city_name O B-toloc.city_name,atis_airfare
what flight from denver to pittsburgh arrives earliest in the morning,what flight from denver to pittsburgh arrives earliest in the morning,O O O B-fromloc.city_name O B-toloc.city_name O B-arrive_time.period_mod O O B-arrive_time.period_of_day,atis_flight
display all flights from toronto to san diego on us air with a layover in phoenix,display all flights from toronto to san diego on us air with a layover in phoenix,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name O O O O B-stoploc.city_name,atis_flight
what is restriction ap 57,what is restriction ap 57,O O O B-restriction_code I-restriction_code,atis_abbreviation
show me the flights to love field from all other airports,show me the flights to love field from all other airports,O O O O O B-toloc.airport_name I-toloc.airport_name O O O O,atis_flight
what are the flights from milwaukee to orlando on thursday,what are the flights from milwaukee to orlando on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
show me flights from baltimore to philadelphia,show me flights from baltimore to philadelphia,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me the one way flights from atlanta to pittsburgh,show me the one way flights from atlanta to pittsburgh,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what flights are available thursday afternoon from baltimore to atlanta,what flights are available thursday afternoon from baltimore to atlanta,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name,atis_flight
list all flights going from boston to atlanta after 6 o'clock pm on wednesday,list all flights going from boston to atlanta after 6 o'clock pm on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
please list the flights from dallas fort worth to boston on july twenty third,please list the flights from dallas fort worth to boston on july twenty third,O O O O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_flight
i need to know a list of flights from atlanta,i need to know a list of flights from atlanta,O O O O O O O O O B-fromloc.city_name,atis_flight
denver to san francisco wednesday,denver to san francisco wednesday,B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-depart_date.day_name,atis_flight
what flights go from pittsburgh to baltimore after 8 o'clock next wednesday,what flights go from pittsburgh to baltimore after 8 o'clock next wednesday,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.date_relative B-depart_date.day_name,atis_flight
all flights from washington to san francisco leaving after 2,all flights from washington to san francisco leaving after 2,O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_time.time_relative B-depart_time.time,atis_flight
what is the fare going from baltimore to boston one way on november seventh,what is the fare going from baltimore to boston one way on november seventh,O O O O O O B-fromloc.city_name O B-toloc.city_name B-round_trip I-round_trip O B-depart_date.month_name B-depart_date.day_number,atis_airfare
what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139,what is the lowest price fare from atlanta to san francisco on flight delta 82 and delta 139,O O O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-airline_name B-flight_number O B-airline_name B-flight_number,atis_airfare
show all flights from pittsburgh to oakland,show all flights from pittsburgh to oakland,O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please book for me a flight on twa from washington dc to san francisco earliest possible time,please book for me a flight on twa from washington dc to san francisco earliest possible time,O O O O O O O B-airline_code O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod I-flight_mod,atis_flight
how many flights does each airline have with business class service,how many flights does each airline have with business class service,O O O O O O O O B-class_type I-class_type O,atis_quantity
which flights on united airlines and northwest go through denver,which flights on united airlines and northwest go through denver,O O O B-airline_name I-airline_name O B-airline_name O O B-stoploc.city_name,atis_flight
show me early friday morning flights from san francisco to boston,show me early friday morning flights from san francisco to boston,O O B-depart_time.period_mod B-depart_date.day_name B-depart_time.period_of_day O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday,list all flights going from boston to atlanta after 6 o'clock on wednesday and before 7 o'clock am on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time O B-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time I-depart_time.time O B-depart_date.day_name,atis_flight
does delta fly from atlanta to san francisco,does delta fly from atlanta to san francisco,O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
airline and flight number from columbus to minneapolis,airline and flight number from columbus to minneapolis,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_airline#atis_flight_no
flight numbers from columbus to minneapolis tomorrow,flight numbers from columbus to minneapolis tomorrow,O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative,atis_flight_no
and i'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,and i'll need ground transportation for tuesday july sixth to wednesday july seventh in san diego,O O O O O O B-day_name B-month_name B-day_number O B-day_name B-month_name B-day_number O B-city_name I-city_name,atis_ground_service
show me the flights from baltimore to philadelphia,show me the flights from baltimore to philadelphia,O O O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like to see the flights from denver to philadelphia please,i would like to see the flights from denver to philadelphia please,O O O O O O O O B-fromloc.city_name O B-toloc.city_name O,atis_flight
what does us mean,what does us mean,O O B-airline_code O,atis_abbreviation
give me the flights from phoenix to milwaukee on wednesday,give me the flights from phoenix to milwaukee on wednesday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
of all airlines which airline has the most arrivals in atlanta,of all airlines which airline has the most arrivals in atlanta,O O O O O O O B-mod O O B-toloc.city_name,atis_airline
please show me the philadelphia to denver saturday flights again,please show me the philadelphia to denver saturday flights again,O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.day_name O O,atis_flight
what flights from las vegas to phoenix on saturday,what flights from las vegas to phoenix on saturday,O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
flight information from pittsburgh to denver,flight information from pittsburgh to denver,O O O B-fromloc.city_name O B-toloc.city_name,atis_flight
show me all flights from pittsburgh to baltimore on thursday,show me all flights from pittsburgh to baltimore on thursday,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
please show me flights from atlanta to oakland california on thursday after 1600 hours,please show me flights from atlanta to oakland california on thursday after 1600 hours,O O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_name O B-depart_date.day_name B-depart_time.time_relative B-depart_time.time I-depart_time.time,atis_flight
show me the nonstop flights from dallas to houston,show me the nonstop flights from dallas to houston,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i want to fly from boston to san francisco,i want to fly from boston to san francisco,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
i want to go from boston to washington on monday morning,i want to go from boston to washington on monday morning,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
please list flights from philadelphia to dallas stopping in atlanta,please list flights from philadelphia to dallas stopping in atlanta,O O O O B-fromloc.city_name O B-toloc.city_name O O B-stoploc.city_name,atis_flight
i would like flights between boston and atlanta on july eleven departing at one in the afternoon,i would like flights between boston and atlanta on july eleven departing at one in the afternoon,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number O O B-depart_time.time O O B-depart_time.period_of_day,atis_flight
what is the earliest flight between boston and washington,what is the earliest flight between boston and washington,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name,atis_flight
what flight from boston to baltimore is the least expensive flight,what flight from boston to baltimore is the least expensive flight,O O O B-fromloc.city_name O B-toloc.city_name O O B-cost_relative I-cost_relative O,atis_flight
what is fare code h,what is fare code h,O O O O B-fare_basis_code,atis_abbreviation
all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,all flights from pittsburgh to philadelphia that arrive at 6 o'clock next tuesday,O O O B-fromloc.city_name O B-toloc.city_name O O O B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name,atis_flight
show me flights from san francisco to dallas please,show me flights from san francisco to dallas please,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O,atis_flight
please show me all one way first class flights from indianapolis to memphis,please show me all one way first class flights from indianapolis to memphis,O O O O B-round_trip I-round_trip B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name,atis_flight
i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,O O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time,atis_flight
what flights go from tampa to charlotte on sunday,what flights go from tampa to charlotte on sunday,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name,atis_flight
what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,what is the cheapest first class fare from cleveland to miami on us air on february twenty fourth,O O O B-cost_relative B-class_type I-class_type O O B-fromloc.city_name O B-toloc.city_name O B-airline_name I-airline_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number,atis_airfare
show sunday flights from seattle to chicago,show sunday flights from seattle to chicago,O B-depart_date.day_name O O B-fromloc.city_name O B-toloc.city_name,atis_flight
please list the wednesday american airline flights from milwaukee to san jose,please list the wednesday american airline flights from milwaukee to san jose,O O O B-depart_date.day_name B-airline_name I-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name,atis_flight
show me flights from pittsburgh to philadelphia on wednesday morning,show me flights from pittsburgh to philadelphia on wednesday morning,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day,atis_flight
what's the cheapest flight from san francisco to boston,what's the cheapest flight from san francisco to boston,O O B-cost_relative O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name,atis_flight
